7.81,0
8.63,5.738
8.88,5.801
7.94,5.865
6.44,5.928
5.44,5.992
5.25,6.054
5.56,6.118
6.19,6.181
7.19,6.246
8.31,6.308
8.44,6.373
7.94,6.436
7,6.5
6.56,6.563
6.56,6.628
6.81,6.69
7.06,6.754
7.06,6.817
6.88,6.881
6.5,6.944
6.19,7.008
6,7.071
6.25,7.135
6.44,7.198
5.19,7.262
-2.56,7.327
-12.38,7.393
-26.81,7.458
-52.13,7.524
-74.75,7.59
-97.06,7.656
-112.75,7.723
-127.25,7.789
-137.69,7.857
-143.75,7.923
-147.31,7.99
-147.75,8.056
-145.69,8.123
-140.63,8.189
-134.25,8.257
-124.56,8.324
-112.31,8.39
-100.37,8.458
-85.81,8.523
-71.19,8.589
-59.25,8.654
-46.5,8.72
-36.75,8.786
-26.87,8.853
-18.37,8.919
-12.5,8.985
-7.13,9.05
-3.63,9.114
-1.06,9.178
0.37,9.242
1.06,9.307
0.75,9.369
-0.37,9.435
-2.06,9.499
-4,9.564
-6.5,9.628
-10.06,9.695
-13.94,9.76
-15.38,9.826
-15.44,9.891
-14.69,9.958
-13.25,10.023
-12.13,10.09
-10.81,10.158
-9.81,10.223
-9.31,10.29
-8.81,10.356
-8.5,10.422
-8.44,10.488
-8.31,10.554
-8.25,10.619
-8.25,10.685
-8.19,10.752
-8.13,10.816
-8.06,10.883
-7.94,10.948
-7.94,11.014
-7.88,11.079
-7.81,11.145
-7.75,11.211
-7.69,11.277
-7.63,11.343
-7.75,11.409
-7.81,11.474
-7.81,11.541
-7.94,11.607
-8,11.672
-8.13,11.738
-8.25,11.804
-8.25,11.87
-8.25,11.935
-8.25,12.002
-8.25,12.067
-8.31,12.133
-8.38,12.199
-8.38,12.266
-8.44,12.331
-8.44,12.396
-8.31,12.463
