-0.5,0
-0.56,5.74
-0.44,5.805
-0.19,5.869
0.19,5.934
0.5,5.997
0.81,6.061
1,6.125
1.12,6.189
1.06,6.252
0.94,6.315
0.94,6.379
1.25,6.443
1.63,6.505
1.75,6.568
1.63,6.632
1.44,6.696
1.25,6.76
1.31,6.822
1.5,6.887
1.88,6.951
2.56,7.014
3.13,7.078
3.44,7.142
3.44,7.204
3,7.268
2.31,7.331
1.5,7.395
0.94,7.458
0.81,7.522
1,7.585
1.37,7.65
1.69,7.712
2.06,7.776
2.19,7.84
2.25,7.904
2.31,7.967
2.44,8.031
2.94,8.094
3.5,8.158
4.19,8.22
4.81,8.285
5.06,8.347
2,8.411
-4,8.475
-11.81,8.541
-23,8.607
-47.94,8.673
-72.87,8.738
-91.87,8.805
-110.5,8.871
-123.37,8.939
-134.69,9.007
-142.44,9.073
-146.13,9.14
-147.25,9.207
-145.25,9.274
-140.5,9.34
-134.25,9.408
-124.81,9.475
-112.94,9.541
-101.06,9.609
-85.12,9.674
-69.87,9.74
-50.44,9.806
-29.81,9.872
-11.63,9.938
9.5,10.002
27.06,10.067
46.25,10.133
61.25,10.2
76.56,10.265
87.75,10.331
98.31,10.397
106,10.464
110.37,10.53
112.62,10.598
111.87,10.664
109,10.731
103.44,10.799
95.69,10.864
87.25,10.93
75.31,10.994
63.63,11.061
48.13,11.126
33.56,11.193
15.38,11.259
-3.38,11.325
-19.62,11.393
-38.06,11.459
-55.63,11.526
-69.06,11.593
-82.06,11.661
-91.56,11.727
-96.94,11.795
-100.06,11.864
-99.94,11.93
-96.94,11.997
-92.25,12.064
-84.81,12.131
-74.94,12.197
-64.56,12.265
-50.63,12.332
-35.31,12.398
-21.56,12.466
-5.19,12.531
10.94,12.597
24.06,12.663
38.19,12.729
49,12.795
59.81,12.861
67.31,12.926
73.62,12.992
77.06,13.058
78.5,13.123
77.44,13.189
74.69,13.255
69.62,13.321
63.81,13.386
55.25,13.452
46.5,13.518
34.94,13.584
23.87,13.649
10.19,13.716
-4,13.782
-16.25,13.849
-30.12,13.917
-43.38,13.983
-53.44,14.051
-63.38,14.118
-70.87,14.185
-75,14.252
-77.25,14.319
-76.62,14.386
-74,14.453
-68.69,14.521
-61.31,14.587
-51.88,14.654
-42.56,14.722
-30.75,14.788
-18.37,14.855
-7.56,14.921
4.81,14.985
14.88,15.051
25.69,15.117
34.13,15.182
42.5,15.249
49.06,15.314
52.88,15.38
55.25,15.446
55.75,15.512
54.56,15.578
52,15.643
47.38,15.708
42.19,15.774
34.63,15.84
25.87,15.905
17.5,15.972
6.94,16.036
-2.38,16.103
-13.44,16.169
-22.69,16.236
-33,16.304
-42.19,16.37
-48.81,16.437
-54.75,16.504
-58.56,16.571
-60.19,16.637
-60.06,16.705
-58.06,16.772
-55.06,16.838
-49.88,16.906
-43.31,16.972
-36.88,17.039
-28.69,17.106
-19.81,17.173
-12.06,17.239
-3.13,17.305
5.25,17.37
12,17.435
19.06,17.501
24.44,17.567
29.44,17.633
32.56,17.698
34.56,17.763
34.63,17.829
33.06,17.895
30.56,17.961
26.44,18.028
21.12,18.094
15.94,18.159
9.13,18.224
2.81,18.288
-4.75,18.354
-11.31,18.421
-19,18.488
-26.19,18.554
-31.62,18.622
-37,18.689
-41.13,18.755
-43.5,18.823
-44.81,18.889
-44.19,18.956
-42.38,19.023
-39.31,19.09
-35.19,19.156
-31,19.224
-25.62,19.291
-19.75,19.357
-14.5,19.425
-8.38,19.489
-3.31,19.556
2.06,19.621
6.63,19.685
10.19,19.75
13.38,19.817
15.19,19.884
16.37,19.948
16.69,20.015
16.12,20.08
14.94,20.146
13.06,20.212
11.06,20.278
8.13,20.342
5.25,20.407
1.63,20.472
-1.88,20.538
-6,20.603
-10.44,20.67
-14.25,20.738
-18.37,20.804
-21.87,20.871
-24.62,20.938
-27,21.005
-28.37,21.071
-28.75,21.139
-28.25,21.206
-26.81,21.272
-24.94,21.34
-22.37,21.406
-19.62,21.473
-16.94,21.54
-13.69,21.607
-10.5,21.673
-7.75,21.74
-4.69,21.806
-2.63,21.872
-0.37,21.938
1.44,22.002
2.38,22.068
2.44,22.132
1.75,22.196
0.81,22.261
-0.75,22.326
-2,22.392
-3.13,22.458
-4.38,22.523
-6.25,22.59
-8.31,22.656
-9.94,22.722
-11.56,22.789
-12.88,22.855
-14,22.923
-15.06,22.99
-16.06,23.057
-17,23.124
-17.31,23.191
-17.06,23.258
-16.56,23.325
-15.75,23.393
-15.13,23.459
-14.94,23.527
-14.88,23.595
-15.06,23.661
-15.44,23.729
-15.94,23.796
-16.25,23.862
-16.44,23.929
-16.44,23.997
-16.31,24.064
-15.94,24.13
-15.56,24.198
-15.31,24.263
-15.13,24.33
-14.81,24.397
-14.5,24.464
-14.31,24.53
-14.19,24.598
-13.94,24.665
-13.81,24.731
-13.81,24.799
-13.81,24.865
-13.81,24.932
-13.94,24.999
-14,25.066
-13.75,25.133
-13.31,25.2
-12.88,25.267
-12.5,25.333
-12.25,25.401
-12.25,25.467
-12.5,25.534
-12.88,25.602
-13.25,25.668
-13.5,25.735
-13.69,25.802
-13.63,25.869
-13.38,25.935
-13.25,26.003
