0,0
-0.06,5.739
0.12,5.803
0.31,5.865
0.75,5.928
1.06,5.993
1.06,6.055
0.63,6.119
0,6.183
-0.44,6.249
-0.37,6.312
0.06,6.377
0.56,6.44
0.63,6.503
0.37,6.566
0.06,6.63
0,6.693
0.19,6.757
0.37,6.819
0.31,6.883
0,6.947
-0.37,7.011
-0.5,7.076
-0.31,7.141
-0.06,7.205
0,7.269
-0.12,7.333
-0.37,7.398
-0.5,7.462
-0.37,7.528
-0.19,7.592
-0.06,7.657
-0.12,7.721
-0.31,7.786
-0.37,7.852
-2.38,7.915
-8.69,7.981
-20.06,8.046
-31.87,8.112
-48.25,8.177
-64.44,8.244
-79.62,8.309
-89.56,8.375
-97.69,8.441
-102.25,8.508
-103.5,8.574
-101.94,8.641
-98.44,8.707
-92.06,8.772
-83.31,8.838
-74.81,8.904
-64.5,8.97
-55.63,9.036
-45.81,9.102
-37.06,9.168
-30.31,9.234
-23.44,9.299
-18.56,9.365
-14.13,9.431
-11.13,9.497
-8.56,9.562
-6.88,9.626
-5.13,9.691
-4.06,9.756
-3.25,9.82
-3.13,9.885
-3.63,9.95
-4.19,10.014
-4.75,10.08
-5.06,10.145
-4.88,10.211
-4.38,10.276
-3.88,10.342
-3.56,10.408
-3.56,10.474
-3.94,10.54
-4.31,10.606
-4.56,10.672
-4.63,10.738
-4.25,10.804
-3.88,10.869
-3.75,10.935
-3.94,11
-4.5,11.066
-4.81,11.131
-4.81,11.198
-4.31,11.264
-3.81,11.329
-3.56,11.395
-3.81,11.461
-4.13,11.526
-7.13,11.592
-15.94,11.66
-28.75,11.726
-43.25,11.794
-69.31,11.862
-94.69,11.928
-113.75,11.996
-131.19,12.064
-145.31,12.132
-156.63,12.2
-164.94,12.268
-169.94,12.336
-173.63,12.404
-174.69,12.473
-173.19,12.54
-169.56,12.608
-165.13,12.676
-158.81,12.744
-150.81,12.812
-141.25,12.879
-132.06,12.948
-120.19,13.017
-107.31,13.084
-94.12,13.151
-81.37,13.218
-71.25,13.285
-60.63,13.351
-52.5,13.418
-44.38,13.485
-37.63,13.551
-32.5,13.619
-27.62,13.685
-23.5,13.752
-20.56,13.819
-18,13.886
-16.56,13.953
-15.75,14.019
-14.94,14.086
-14.06,14.152
-13.38,14.22
-13.13,14.286
-13.25,14.353
-13.56,14.42
-13.81,14.487
-13.81,14.554
-13.63,14.621
-13.38,14.688
-13.25,14.754
-13.25,14.822
-13.38,14.888
-13.56,14.955
-13.69,15.022
-13.63,15.088
-13.44,15.155
-13.31,15.222
-13.38,15.289
-13.63,15.355
-13.88,15.423
-13.81,15.49
-13.5,15.556
-13.31,15.624
-13.38,15.69
-13.56,15.757
